		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Wind	Heat	THW			Heat	Cool	In 	In	In 	In 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Chill	Index	Index	Bar  	Rain	D-D 	D-D 	Temp	Hum	Dew	Heat	Int.
21.01.20	22:31	-0.6	-0.4	-0.8	86	-2.6	0.0	SE	0.00	0.9	-0.6	-0.7	-0.7	1037.7	0.00	0.394	0.000	15.0	33	-1.2	13.2	30
21.01.20	23:01	-0.3	-0.1	-0.7	84	-2.7	0.0	S	0.00	0.4	-0.3	-0.4	-0.4	1037.6	0.00	0.388	0.000	15.0	33	-1.2	13.2	30
21.01.20	23:31	-0.7	-0.7	-0.8	85	-2.9	0.0	---	0.00	0.0	-0.7	-0.8	-0.8	1037.6	0.00	0.397	0.000	15.0	33	-1.2	13.2	30
22.01.20	0:01	-0.7	-0.4	-0.9	86	-2.8	0.0	---	0.00	0.0	-0.7	-0.8	-0.8	1037.8	0.00	0.397	0.000	14.9	33	-1.2	13.2	30
22.01.20	0:31	-0.6	-0.4	-0.7	87	-2.5	0.0	---	0.00	0.0	-0.6	-0.7	-0.7	1037.9	0.00	0.394	0.000	14.9	33	-1.2	13.2	30
22.01.20	1:01	-0.6	-0.4	-0.7	88	-2.3	0.0	WSW	0.00	1.3	-0.6	-0.7	-0.7	1037.5	0.00	0.394	0.000	14.9	33	-1.2	13.2	30
22.01.20	1:31	-0.4	-0.3	-0.5	88	-2.1	0.9	SW	1.61	1.3	-1.0	-0.5	-1.1	1037.3	0.00	0.390	0.000	14.9	33	-1.2	13.2	30
22.01.20	2:01	-0.7	-0.5	-0.8	88	-2.4	0.4	SW	0.80	1.8	-0.7	-0.8	-0.8	1037.1	0.00	0.396	0.000	14.9	33	-1.3	13.1	30
22.01.20	2:31	-0.8	-0.7	-0.8	89	-2.4	0.4	SW	0.80	1.8	-0.8	-0.9	-0.9	1037.0	0.00	0.398	0.000	14.9	33	-1.3	13.1	30
22.01.20	3:01	-0.9	-0.8	-0.9	90	-2.3	0.4	SSW	0.80	1.8	-0.9	-1.0	-1.0	1037.0	0.00	0.400	0.000	14.8	33	-1.3	13.1	30
22.01.20	3:31	-0.9	-0.9	-1.0	90	-2.4	0.0	WSW	0.00	1.3	-0.9	-1.1	-1.1	1036.2	0.00	0.402	0.000	14.8	33	-1.3	13.1	30
22.01.20	4:01	-0.9	-0.8	-0.9	91	-2.2	0.0	SW	0.00	1.3	-0.9	-1.0	-1.0	1036.3	0.00	0.400	0.000	14.8	33	-1.3	13.1	30
22.01.20	4:31	-0.8	-0.8	-0.9	91	-2.1	0.0	---	0.00	0.0	-0.8	-0.9	-0.9	1036.3	0.00	0.399	0.000	14.8	33	-1.4	13.0	30
22.01.20	5:01	-1.0	-0.9	-1.1	92	-2.1	0.0	WNW	0.00	0.9	-1.0	-1.1	-1.1	1036.2	0.00	0.403	0.000	14.8	33	-1.4	13.0	30
22.01.20	5:31	-0.8	-0.6	-0.9	93	-1.8	0.9	SSE	1.61	3.1	-1.5	-0.9	-1.6	1035.6	0.00	0.399	0.000	14.8	33	-1.4	13.0	30
22.01.20	6:01	-0.4	-0.3	-0.6	92	-1.6	0.4	WSW	0.80	1.8	-0.4	-0.5	-0.5	1035.4	0.00	0.391	0.000	14.8	33	-1.4	13.0	30
22.01.20	6:31	-0.3	-0.3	-0.4	92	-1.5	0.4	W	0.80	2.2	-0.3	-0.4	-0.4	1035.0	0.00	0.389	0.000	14.7	33	-1.4	12.9	30
22.01.20	7:01	-0.2	0.0	-0.3	91	-1.5	0.9	W	1.61	2.2	-0.8	-0.3	-0.9	1035.0	0.00	0.387	0.000	14.7	33	-1.4	12.9	30
22.01.20	7:31	-0.1	0.1	-0.1	91	-1.3	0.4	WNW	0.80	2.2	-0.1	-0.1	-0.1	1035.3	0.00	0.383	0.000	14.7	33	-1.4	12.9	30
22.01.20	8:01	-0.1	0.0	-0.2	92	-1.3	0.4	NW	0.80	1.8	-0.1	-0.2	-0.2	1035.5	0.00	0.384	0.000	14.7	33	-1.4	12.9	30
22.01.20	8:31	0.2	0.2	-0.1	91	-1.1	0.4	W	0.80	1.8	0.2	0.1	0.1	1035.6	0.00	0.378	0.000	14.8	33	-1.4	13.0	30
22.01.20	9:01	0.3	0.5	0.2	93	-0.7	0.4	W	0.80	1.3	0.3	0.3	0.3	1036.0	0.00	0.375	0.000	14.7	33	-1.4	12.9	30
22.01.20	9:31	0.6	0.6	0.4	94	-0.3	0.9	W	1.61	2.7	0.1	0.5	0.0	1035.9	0.00	0.370	0.000	14.7	33	-1.4	12.9	30
22.01.20	10:01	0.7	0.7	0.7	95	-0.0	0.0	W	0.00	1.3	0.7	0.6	0.6	1036.0	0.00	0.368	0.000	14.7	33	-1.4	12.9	30
22.01.20	10:31	0.8	0.8	0.7	96	0.2	0.4	W	0.80	1.8	0.8	0.7	0.7	1035.9	0.00	0.366	0.000	14.7	33	-1.5	12.9	30
22.01.20	11:01	0.9	1.0	0.8	96	0.3	0.0	W	0.00	1.3	0.9	0.8	0.8	1036.2	0.00	0.363	0.000	14.7	33	-1.5	12.9	30
22.01.20	11:31	1.0	1.1	0.9	97	0.6	0.4	W	0.80	1.8	1.0	0.9	0.9	1036.0	0.00	0.361	0.000	14.7	33	-1.5	12.9	30
22.01.20	12:01	1.2	1.2	1.1	97	0.7	0.4	W	0.80	1.8	1.2	1.1	1.1	1035.8	0.00	0.358	0.000	14.7	33	-1.5	12.9	30
22.01.20	12:31	1.2	1.3	1.2	98	0.9	0.4	W	0.80	2.7	1.2	1.2	1.2	1035.3	0.00	0.356	0.000	14.7	33	-1.5	12.9	30
22.01.20	13:01	1.4	1.6	1.3	98	1.1	0.4	W	0.80	2.2	1.4	1.4	1.4	1035.6	0.00	0.353	0.000	14.7	34	-1.0	12.9	30
22.01.20	13:31	1.6	1.7	1.5	98	1.3	0.4	W	0.80	2.7	1.6	1.6	1.6	1035.2	0.00	0.350	0.000	14.7	34	-1.0	12.9	30
22.01.20	14:01	1.6	1.7	1.5	98	1.3	0.9	W	1.61	3.1	1.1	1.6	1.1	1034.9	0.00	0.350	0.000	14.7	34	-1.0	12.9	30
22.01.20	14:31	1.6	1.7	1.6	99	1.5	0.4	W	0.80	2.2	1.6	1.7	1.7	1034.8	0.00	0.348	0.000	14.7	34	-1.0	12.9	30
22.01.20	15:01	1.7	1.8	1.6	99	1.5	0.4	W	0.80	2.7	1.7	1.7	1.7	1034.8	0.00	0.347	0.000	14.7	35	-0.7	13.0	30
22.01.20	15:31	1.7	1.8	1.7	99	1.6	0.4	WNW	0.80	2.7	1.7	1.8	1.8	1034.9	0.00	0.346	0.000	14.7	35	-0.7	13.0	30
22.01.20	16:01	1.8	1.9	1.7	99	1.6	0.0	WSW	0.00	1.3	1.8	1.8	1.8	1034.7	0.00	0.345	0.000	14.7	35	-0.7	13.0	30
22.01.20	16:31	1.8	1.9	1.8	99	1.7	0.4	W	0.80	1.3	1.8	1.9	1.9	1034.8	0.00	0.344	0.000	14.7	35	-0.7	13.0	30
22.01.20	17:01	1.8	1.9	1.7	99	1.7	0.0	WNW	0.00	1.3	1.8	1.9	1.9	1034.9	0.00	0.344	0.000	14.7	35	-0.7	13.0	30
22.01.20	17:31	1.9	2.1	1.8	99	1.7	0.0	WSW	0.00	0.9	1.9	1.9	1.9	1035.0	0.00	0.343	0.000	14.7	35	-0.7	13.0	30
22.01.20	18:00	2.0	2.1	1.9	99	1.9	0.0	WSW	0.00	0.4	2.0	2.1	2.1	1035.3	0.00	0.340	0.000	14.7	35	-0.7	13.0	30
22.01.20	18:31	2.0	2.1	1.9	99	1.9	0.0	---	0.00	0.4	2.0	2.1	2.1	1035.4	0.00	0.340	0.000	14.6	35	-0.7	12.9	30
22.01.20	19:01	2.0	2.1	1.9	99	1.9	0.0	W	0.00	1.3	2.0	2.1	2.1	1035.7	0.00	0.340	0.000	14.6	35	-0.7	12.9	30
22.01.20	19:31	2.2	2.3	2.1	100	2.2	0.0	---	0.00	0.0	2.2	2.3	2.3	1036.0	0.00	0.336	0.000	14.6	35	-0.7	12.9	30
22.01.20	20:01	2.3	2.4	2.3	99	2.2	0.0	---	0.00	0.0	2.3	2.4	2.4	1036.2	0.00	0.333	0.000	14.6	35	-0.7	12.9	30
22.01.20	20:31	2.2	2.3	2.1	99	2.1	0.0	SSW	0.00	0.9	2.2	2.3	2.3	1036.1	0.00	0.336	0.000	14.7	35	-0.7	13.0	30
22.01.20	21:01	2.1	2.2	2.1	99	2.0	0.0	SSW	0.00	0.9	2.1	2.2	2.2	1036.0	0.00	0.338	0.000	14.7	35	-0.7	13.0	30
22.01.20	21:31	2.1	2.2	2.0	99	1.9	0.0	SSW	0.00	0.9	2.1	2.1	2.1	1035.9	0.00	0.339	0.000	14.7	35	-0.7	13.0	30
22.01.20	22:01	2.2	2.2	2.1	99	2.0	0.0	---	0.00	0.0	2.2	2.2	2.2	1036.2	0.00	0.337	0.000	14.7	35	-0.7	13.0	30
22.01.20	22:31	2.2	2.3	2.1	100	2.2	0.0	---	0.00	0.0	2.2	2.2	2.2	1036.1	0.00	0.337	0.000	14.7	35	-0.7	13.0	30
22.01.20	23:00	2.3	2.4	2.3	99	2.2	0.0	---	0.00	0.0	2.3	2.4	2.4	1036.3	0.00	0.333	0.000	14.7	35	-0.7	13.0	30
22.01.20	23:30	2.4	2.4	2.3	99	2.2	0.0	---	0.00	0.0	2.4	2.4	2.4	1036.5	0.00	0.332	0.000	14.7	35	-0.7	13.0	30
23.01.20	0:01	2.3	2.4	2.2	99	2.1	0.0	---	0.00	0.0	2.3	2.3	2.3	1036.4	0.00	0.334	0.000	14.7	35	-0.7	13.0	30
23.01.20	0:30	2.2	2.2	2.1	99	2.0	0.0	---	0.00	0.0	2.2	2.2	2.2	1036.6	0.00	0.337	0.000	14.7	35	-0.7	13.0	30
23.01.20	1:01	2.1	2.2	2.0	100	2.1	0.0	---	0.00	0.0	2.1	2.2	2.2	1036.3	0.00	0.338	0.000	14.7	35	-0.7	13.0	30
23.01.20	1:31	2.1	2.2	2.1	100	2.1	0.0	---	0.00	0.0	2.1	2.2	2.2	1036.2	0.00	0.338	0.000	14.7	35	-0.7	13.0	30
23.01.20	2:00	2.2	2.3	2.1	99	2.0	0.0	---	0.00	0.0	2.2	2.2	2.2	1036.0	0.00	0.337	0.000	14.7	35	-0.7	13.0	30
23.01.20	2:31	2.1	2.2	1.9	99	2.0	0.0	---	0.00	0.0	2.1	2.2	2.2	1035.8	0.00	0.338	0.000	14.7	35	-0.7	13.0	30
23.01.20	3:01	1.9	1.9	1.8	99	1.7	0.0	---	0.00	0.4	1.9	1.9	1.9	1035.6	0.00	0.343	0.000	14.7	35	-0.7	13.0	30
23.01.20	3:30	1.7	1.8	1.7	99	1.6	0.0	---	0.00	0.4	1.7	1.8	1.8	1035.4	0.00	0.346	0.000	14.7	35	-0.7	13.0	30
23.01.20	4:01	1.7	1.7	1.6	99	1.5	0.0	SSW	0.00	0.9	1.7	1.7	1.7	1035.1	0.00	0.347	0.000	14.7	35	-0.7	13.0	30
23.01.20	4:31	1.8	1.8	1.7	100	1.8	0.0	---	0.00	0.4	1.8	1.8	1.8	1034.9	0.00	0.345	0.000	14.7	35	-0.6	13.1	30
23.01.20	5:00	1.7	1.8	1.7	100	1.7	0.0	---	0.00	0.0	1.7	1.8	1.8	1034.9	0.00	0.346	0.000	14.7	35	-0.7	13.0	30
23.01.20	5:31	1.7	1.7	1.6	100	1.7	0.0	---	0.00	0.0	1.7	1.7	1.7	1034.7	0.00	0.347	0.000	14.7	35	-0.7	13.0	30
23.01.20	6:01	1.6	1.6	1.4	99	1.4	0.0	---	0.00	0.0	1.6	1.6	1.6	1034.5	0.00	0.350	0.000	14.7	36	-0.2	13.1	30
23.01.20	6:31	1.7	1.7	1.6	100	1.7	0.0	SSE	0.00	0.9	1.7	1.7	1.7	1034.4	0.00	0.347	0.000	14.7	36	-0.3	13.0	30
23.01.20	7:01	1.8	1.8	1.7	100	1.8	0.0	E	0.00	0.4	1.8	1.8	1.8	1034.3	0.00	0.345	0.000	14.7	36	-0.3	13.0	30
23.01.20	7:31	1.8	1.8	1.7	99	1.6	0.4	ESE	0.80	1.3	1.8	1.8	1.8	1034.2	0.00	0.345	0.000	14.7	36	-0.3	13.0	30
23.01.20	8:00	1.8	1.9	1.7	99	1.6	0.4	ESE	0.80	2.2	1.8	1.8	1.8	1034.1	0.00	0.345	0.000	14.7	36	-0.3	13.0	30
23.01.20	8:31	2.1	2.2	1.9	98	1.8	0.9	ESE	1.61	2.7	1.7	2.1	1.7	1033.9	0.00	0.339	0.000	14.7	36	-0.2	13.1	30
23.01.20	9:01	2.1	2.2	2.1	97	1.7	0.9	E	1.61	2.2	1.7	2.1	1.7	1033.8	0.00	0.338	0.000	14.7	36	-0.2	13.1	30
23.01.20	9:31	2.2	2.3	2.1	96	1.6	0.9	ESE	1.61	2.7	1.8	2.2	1.8	1033.8	0.00	0.337	0.000	14.7	36	-0.2	13.1	30
23.01.20	10:00	2.4	2.6	2.3	95	1.7	0.4	ESE	0.80	1.8	2.4	2.4	2.4	1033.7	0.00	0.332	0.000	14.8	36	-0.2	13.1	30
23.01.20	10:31	2.8	2.9	2.6	93	1.8	0.0	E	0.00	1.3	2.8	2.8	2.8	1033.8	0.00	0.324	0.000	14.8	36	-0.2	13.1	30
23.01.20	11:00	3.1	3.1	2.9	89	1.4	0.9	E	1.61	2.2	2.8	3.0	2.7	1033.3	0.00	0.318	0.000	14.8	36	-0.2	13.1	30
23.01.20	11:31	3.2	3.2	3.1	88	1.4	0.9	E	1.61	3.1	2.9	3.1	2.8	1033.2	0.00	0.316	0.000	14.8	36	-0.2	13.1	30
23.01.20	12:01	3.1	3.2	2.9	85	0.8	1.8	ESE	3.22	4.9	1.3	2.9	1.2	1032.9	0.00	0.318	0.000	14.8	36	-0.2	13.1	30
23.01.20	12:31	2.8	2.9	2.7	85	0.6	1.8	SE	3.22	4.0	1.1	2.7	1.0	1032.2	0.00	0.323	0.000	14.8	36	-0.2	13.1	30
23.01.20	13:01	2.7	2.8	2.6	84	0.2	1.8	ESE	3.22	4.5	0.9	2.6	0.8	1032.0	0.00	0.326	0.000	14.8	36	-0.2	13.1	30
23.01.20	13:31	2.5	2.7	2.4	83	-0.1	1.8	SE	3.22	4.5	0.7	2.4	0.6	1031.8	0.00	0.330	0.000	14.8	36	-0.2	13.1	30
23.01.20	14:01	2.4	2.4	2.3	83	-0.2	2.2	SE	4.02	4.0	0.1	2.3	-0.1	1031.1	0.00	0.332	0.000	14.8	36	-0.2	13.1	30
23.01.20	14:30	2.4	2.6	2.4	83	-0.2	2.2	ESE	4.02	5.4	0.1	2.3	0.0	1030.8	0.00	0.331	0.000	14.8	36	-0.2	13.1	30
23.01.20	15:01	2.5	2.7	2.4	82	-0.3	2.2	SE	4.02	4.9	0.2	2.3	0.1	1030.4	0.00	0.330	0.000	14.8	36	-0.2	13.1	30
23.01.20	15:30	2.4	2.6	2.3	82	-0.4	2.7	SSE	4.83	4.9	-0.3	2.2	-0.5	1029.9	0.00	0.332	0.000	14.8	35	-0.5	13.1	30
23.01.20	16:01	2.3	2.4	2.2	83	-0.3	2.7	SE	4.83	5.8	-0.5	2.2	-0.6	1029.3	0.00	0.334	0.000	14.8	35	-0.5	13.1	30
23.01.20	16:31	2.1	2.3	1.8	83	-0.5	1.8	SSE	3.22	4.5	0.3	2.0	0.2	1029.4	0.00	0.338	0.000	14.8	35	-0.5	13.1	30
23.01.20	17:01	1.7	1.8	1.5	85	-0.6	2.2	SSE	4.02	5.4	-0.8	1.6	-0.9	1029.0	0.00	0.347	0.000	14.8	35	-0.5	13.1	30
23.01.20	17:31	1.3	1.5	1.2	85	-1.0	2.7	SSE	4.83	5.8	-1.7	1.1	-1.8	1028.5	0.00	0.355	0.000	14.8	35	-0.6	13.1	30
23.01.20	18:01	1.0	1.2	0.8	87	-0.9	2.2	SSE	4.02	5.4	-1.6	0.9	-1.7	1028.2	0.00	0.361	0.000	14.8	34	-1.0	13.1	30
23.01.20	18:30	0.8	0.9	0.7	88	-1.0	2.2	SSE	4.02	5.8	-1.8	0.7	-1.9	1028.1	0.00	0.366	0.000	14.8	34	-1.0	13.1	30
23.01.20	19:01	0.6	0.7	0.5	88	-1.1	1.8	SSE	3.22	4.5	-1.5	0.5	-1.6	1028.2	0.00	0.369	0.000	14.8	34	-1.0	13.1	30
23.01.20	19:31	0.3	0.5	0.2	89	-1.3	2.2	SSE	4.02	5.4	-2.3	0.2	-2.4	1027.9	0.00	0.375	0.000	14.8	34	-1.0	13.1	30
23.01.20	20:01	0.2	0.2	0.1	89	-1.4	2.2	SSE	4.02	4.9	-2.6	0.1	-2.6	1027.6	0.00	0.378	0.000	14.8	33	-1.4	13.0	30
23.01.20	20:31	0.0	0.1	-0.1	90	-1.4	2.2	SSE	4.02	4.5	-2.7	-0.1	-2.8	1027.3	0.00	0.382	0.000	14.8	33	-1.4	13.0	30
23.01.20	21:00	-0.1	-0.1	-0.2	90	-1.6	1.8	SSE	3.22	4.5	-2.3	-0.2	-2.4	1027.4	0.00	0.384	0.000	14.8	33	-1.4	13.0	30
23.01.20	21:31	-0.3	-0.2	-0.4	91	-1.6	1.8	SSE	3.22	4.5	-2.5	-0.3	-2.6	1027.2	0.00	0.388	0.000	14.8	33	-1.4	13.0	30
23.01.20	22:01	-0.4	-0.4	-0.5	91	-1.7	1.8	SE	3.22	4.0	-2.7	-0.6	-2.8	1027.0	0.00	0.391	0.000	14.8	33	-1.4	13.0	30
23.01.20	22:31	-0.6	-0.5	-0.6	91	-1.8	1.3	SE	2.41	4.0	-2.1	-0.7	-2.2	1027.0	0.00	0.394	0.000	14.8	33	-1.4	13.0	30
23.01.20	23:00	-0.6	-0.6	-0.7	91	-1.9	1.3	SE	2.41	3.1	-2.2	-0.7	-2.3	1026.6	0.00	0.395	0.000	14.8	33	-1.4	13.0	30
23.01.20	23:31	-0.7	-0.6	-0.7	91	-2.0	1.3	SE	2.41	2.7	-2.2	-0.8	-2.3	1026.3	0.00	0.396	0.000	14.7	33	-1.4	12.9	30
24.01.20	0:01	-0.8	-0.7	-0.8	92	-1.9	1.3	SE	2.41	2.7	-2.4	-0.9	-2.5	1026.1	0.00	0.398	0.000	14.7	33	-1.4	12.9	30
24.01.20	0:30	-0.9	-0.8	-1.0	92	-2.0	0.9	ESE	1.61	1.8	-1.6	-1.0	-1.7	1025.8	0.00	0.400	0.000	14.7	33	-1.4	12.9	30
24.01.20	1:01	-1.1	-1.0	-1.2	92	-2.2	1.3	SE	2.41	2.7	-2.7	-1.2	-2.8	1025.6	0.00	0.405	0.000	14.7	33	-1.4	12.9	30
24.01.20	1:30	-1.1	-1.1	-1.2	93	-2.1	1.3	ESE	2.41	2.7	-2.7	-1.2	-2.8	1025.3	0.00	0.405	0.000	14.7	33	-1.4	12.9	30
24.01.20	2:01	-1.4	-1.2	-1.7	92	-2.5	1.3	ESE	2.41	2.2	-3.1	-1.5	-3.2	1024.9	0.00	0.411	0.000	14.7	33	-1.5	12.9	30
24.01.20	2:31	-1.7	-1.7	-1.7	93	-2.7	0.9	ESE	1.61	1.8	-2.4	-1.8	-2.5	1024.9	0.00	0.418	0.000	14.7	33	-1.5	12.9	30
24.01.20	3:01	-1.6	-1.5	-1.7	93	-2.5	0.9	ESE	1.61	2.7	-2.3	-1.6	-2.3	1024.7	0.00	0.414	0.000	14.7	33	-1.5	12.9	30
24.01.20	3:30	-1.7	-1.6	-1.9	93	-2.6	0.4	ESE	0.80	1.3	-1.7	-1.7	-1.7	1024.3	0.00	0.417	0.000	14.7	33	-1.5	12.9	30
24.01.20	4:01	-1.9	-1.8	-1.9	94	-2.7	0.0	ESE	0.00	1.3	-1.9	-1.9	-1.9	1023.9	0.00	0.421	0.000	14.6	33	-1.5	12.9	30
24.01.20	4:30	-1.8	-1.7	-1.9	94	-2.6	0.0	ESE	0.00	1.3	-1.8	-1.8	-1.8	1024.0	0.00	0.419	0.000	14.6	33	-1.5	12.9	30
24.01.20	5:01	-1.5	-1.3	-1.7	94	-2.3	0.0	ESE	0.00	1.3	-1.5	-1.6	-1.6	1024.1	0.00	0.413	0.000	14.6	33	-1.5	12.9	30
24.01.20	5:30	-0.9	-0.7	-1.3	95	-1.6	0.4	SE	0.80	1.8	-0.9	-1.0	-1.0	1023.8	0.00	0.402	0.000	14.6	33	-1.6	12.8	30
24.01.20	6:01	-0.8	-0.7	-0.9	96	-1.4	0.4	SE	0.80	1.8	-0.8	-0.9	-0.9	1024.0	0.00	0.399	0.000	14.6	33	-1.6	12.8	30
24.01.20	6:30	-0.9	-0.9	-0.9	96	-1.5	0.4	SE	0.80	1.3	-0.9	-1.0	-1.0	1023.8	0.00	0.402	0.000	14.6	33	-1.6	12.8	30
24.01.20	7:01	-0.8	-0.8	-0.9	97	-1.2	0.4	SE	0.80	2.2	-0.8	-0.9	-0.9	1023.6	0.00	0.399	0.000	14.6	33	-1.6	12.8	30
24.01.20	7:31	-0.9	-0.8	-1.2	97	-1.4	0.9	SE	1.61	2.7	-1.6	-1.0	-1.7	1023.5	0.00	0.402	0.000	14.5	33	-1.6	12.8	30
24.01.20	8:00	-1.2	-1.1	-1.4	97	-1.6	0.9	SE	1.61	2.7	-1.9	-1.3	-1.9	1023.5	0.00	0.407	0.000	14.5	33	-1.6	12.8	30
24.01.20	8:31	-1.5	-1.3	-1.8	97	-1.9	1.3	ESE	2.41	3.1	-3.2	-1.6	-3.2	1023.5	0.00	0.413	0.000	14.5	33	-1.6	12.8	30
24.01.20	9:00	-1.9	-1.7	-1.9	97	-2.3	1.3	ESE	2.41	2.7	-3.6	-1.9	-3.7	1023.7	0.00	0.421	0.000	14.5	33	-1.6	12.8	30
24.01.20	9:31	-1.9	-1.4	-2.1	98	-2.2	0.9	SE	1.61	2.7	-2.7	-1.9	-2.7	1023.7	0.00	0.422	0.000	14.4	33	-1.7	12.7	30
24.01.20	10:01	-1.1	-0.8	-1.4	98	-1.3	0.0	SE	0.00	1.3	-1.1	-1.1	-1.1	1023.7	0.00	0.404	0.000	14.4	33	-1.7	12.7	30
24.01.20	10:31	-1.1	-0.9	-1.2	97	-1.5	0.0	SE	0.00	1.3	-1.1	-1.1	-1.1	1023.9	0.00	0.404	0.000	14.5	33	-1.6	12.8	30
24.01.20	11:01	-0.7	-0.4	-0.9	97	-1.1	0.0	ESE	0.00	1.3	-0.7	-0.7	-0.7	1024.0	0.00	0.396	0.000	14.5	33	-1.6	12.8	30
24.01.20	11:31	-0.3	-0.3	-0.4	96	-0.9	0.4	WSW	0.80	1.3	-0.3	-0.4	-0.4	1024.1	0.00	0.389	0.000	14.4	33	-1.7	12.7	30
24.01.20	12:01	-0.3	-0.3	-0.4	95	-1.0	0.0	W	0.00	1.3	-0.3	-0.4	-0.4	1024.1	0.00	0.389	0.000	14.4	33	-1.7	12.7	30
24.01.20	12:30	-0.4	-0.3	-0.6	95	-1.1	0.4	WNW	0.80	2.7	-0.4	-0.4	-0.4	1024.0	0.00	0.390	0.000	14.4	33	-1.7	12.7	30
24.01.20	13:01	-0.7	-0.6	-0.8	94	-1.6	0.4	WNW	0.80	2.2	-0.7	-0.8	-0.8	1023.8	0.00	0.397	0.000	14.4	33	-1.7	12.7	30
24.01.20	13:31	-0.9	-0.7	-1.0	93	-1.9	0.4	WNW	0.80	2.7	-0.9	-0.9	-0.9	1023.7	0.00	0.400	0.000	14.4	33	-1.7	12.7	30
24.01.20	14:00	-1.0	-0.9	-1.1	93	-2.0	0.4	SW	0.80	2.7	-1.0	-1.1	-1.1	1022.9	0.00	0.403	0.000	14.4	33	-1.7	12.7	30
24.01.20	14:31	-1.1	-1.0	-1.3	92	-2.2	1.3	SSW	2.41	2.7	-2.7	-1.2	-2.8	1022.7	0.00	0.405	0.000	14.4	33	-1.7	12.7	30
24.01.20	15:00	-1.1	-0.9	-1.3	92	-2.2	0.4	WSW	0.80	2.7	-1.1	-1.2	-1.2	1023.0	0.00	0.405	0.000	14.4	33	-1.7	12.7	30
24.01.20	15:31	-0.8	-0.7	-1.0	91	-2.1	0.4	S	0.80	1.8	-0.8	-0.9	-0.9	1023.0	0.00	0.399	0.000	14.4	33	-1.7	12.7	30
24.01.20	16:01	-0.6	-0.5	-0.8	91	-1.9	0.0	WSW	0.00	1.3	-0.6	-0.7	-0.7	1022.8	0.00	0.395	0.000	14.4	33	-1.7	12.7	30
24.01.20	16:30	-0.6	-0.5	-0.8	90	-2.0	0.4	SSW	0.80	2.2	-0.6	-0.7	-0.7	1022.5	0.00	0.395	0.000	14.4	32	-2.1	12.6	30
24.01.20	17:01	-0.8	-0.7	-0.8	91	-2.1	0.4	SE	0.80	2.2	-0.8	-0.9	-0.9	1022.5	0.00	0.398	0.000	14.3	32	-2.2	12.6	30
24.01.20	17:30	-0.7	-0.7	-0.8	91	-2.0	0.4	S	0.80	2.2	-0.7	-0.8	-0.8	1022.2	0.00	0.397	0.000	14.3	32	-2.2	12.6	30
24.01.20	18:01	-0.6	-0.4	-0.7	91	-1.8	0.0	WSW	0.00	1.3	-0.6	-0.7	-0.7	1022.5	0.00	0.394	0.000	14.3	32	-2.2	12.6	30
24.01.20	18:31	-0.4	-0.4	-0.5	92	-1.6	0.0	W	0.00	1.3	-0.4	-0.5	-0.5	1022.7	0.00	0.391	0.000	14.3	32	-2.2	12.6	30
24.01.20	19:01	-0.4	-0.3	-0.6	92	-1.6	0.4	NW	0.80	3.1	-0.4	-0.5	-0.5	1023.2	0.00	0.391	0.000	14.3	32	-2.2	12.6	30
24.01.20	19:30	-0.7	-0.6	-0.7	92	-1.8	0.4	NW	0.80	2.7	-0.7	-0.8	-0.8	1023.1	0.00	0.396	0.000	14.3	32	-2.2	12.6	30
24.01.20	20:01	-0.6	-0.6	-0.7	91	-1.9	0.4	WNW	0.80	2.7	-0.6	-0.7	-0.7	1023.2	0.00	0.395	0.000	14.3	32	-2.2	12.6	30
24.01.20	20:31	-0.7	-0.7	-0.8	92	-1.9	0.4	WNW	0.80	2.2	-0.7	-0.8	-0.8	1023.4	0.00	0.397	0.000	14.3	32	-2.2	12.6	30
24.01.20	21:00	-0.7	-0.6	-0.7	92	-1.8	0.0	W	0.00	1.3	-0.7	-0.8	-0.8	1023.4	0.00	0.396	0.000	14.3	32	-2.2	12.5	30
24.01.20	21:31	-0.6	-0.5	-0.6	92	-1.7	0.4	WSW	0.80	2.2	-0.6	-0.7	-0.7	1023.4	0.00	0.394	0.000	14.3	32	-2.2	12.5	30
24.01.20	22:00	-0.6	-0.6	-0.7	92	-1.7	0.9	W	1.61	2.7	-1.2	-0.7	-1.3	1023.3	0.00	0.395	0.000	14.3	32	-2.2	12.5	30
24.01.20	22:31	-0.6	-0.6	-0.7	92	-1.7	0.4	W	0.80	2.2	-0.6	-0.7	-0.7	1023.1	0.00	0.395	0.000	14.3	32	-2.2	12.5	30
24.01.20	23:00	-0.7	-0.6	-0.7	92	-1.8	0.4	SW	0.80	2.2	-0.7	-0.8	-0.8	1022.9	0.00	0.396	0.000	14.3	32	-2.2	12.5	30
24.01.20	23:30	-0.7	-0.6	-0.7	93	-1.7	0.4	SSW	0.80	1.8	-0.7	-0.7	-0.7	1022.9	0.00	0.396	0.000	14.3	32	-2.2	12.5	30
25.01.20	0:01	-0.7	-0.7	-0.7	94	-1.6	0.0	W	0.00	1.8	-0.7	-0.8	-0.8	1022.9	0.00	0.397	0.000	14.3	32	-2.2	12.5	30
25.01.20	0:30	-0.7	-0.7	-0.8	95	-1.4	0.0	W	0.00	1.8	-0.7	-0.7	-0.7	1022.7	0.00	0.396	0.000	14.3	33	-1.8	12.6	30
