		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Wind	Heat	THW			Heat	Cool	In 	In	In 	In 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Chill	Index	Index	Bar  	Rain	D-D 	D-D 	Temp	Hum	Dew	Heat	Int.
31.01.20	7:30	10.0	10.1	10.0	86	7.8	3.6	W	6.44	8.9	8.1	10.1	8.1	1007.0	0.00	0.174	0.000	15.1	44	2.9	13.8	30
31.01.20	8:00	10.0	10.1	10.0	83	7.2	4.0	WNW	7.24	11.2	7.7	10.1	7.8	1007.3	0.00	0.174	0.000	15.1	44	2.9	13.8	30
31.01.20	8:31	9.9	10.1	9.9	84	7.4	3.6	WNW	6.44	8.9	8.0	10.0	8.1	1007.9	0.00	0.175	0.000	15.2	44	3.0	13.8	30
31.01.20	9:00	9.9	9.9	9.8	85	7.5	3.1	WNW	5.63	9.4	8.3	9.9	8.4	1008.3	0.00	0.176	0.000	15.2	45	3.3	13.9	30
31.01.20	9:30	9.8	9.9	9.7	88	7.9	2.7	WSW	4.83	7.2	8.4	9.9	8.6	1008.6	0.00	0.178	0.000	15.2	44	3.0	13.8	30
31.01.20	10:01	9.8	9.8	9.7	85	7.4	2.7	W	4.83	8.0	8.4	9.8	8.5	1008.8	0.00	0.178	0.000	15.2	44	3.0	13.8	30
31.01.20	10:30	9.9	9.9	9.8	83	7.1	3.6	W	6.44	8.9	7.9	9.9	8.0	1009.0	0.00	0.176	0.000	15.2	44	3.0	13.8	30
31.01.20	11:00	9.9	10.0	9.9	82	7.0	3.1	WSW	5.63	8.5	8.4	9.9	8.4	1009.1	0.00	0.175	0.000	15.2	44	3.0	13.8	30
31.01.20	11:31	10.1	10.2	10.0	80	6.8	4.0	WSW	7.24	9.4	7.8	10.1	7.8	1009.6	0.00	0.171	0.000	15.2	44	3.0	13.9	30
31.01.20	12:00	10.2	10.3	10.1	78	6.6	4.0	W	7.24	9.8	8.0	10.2	7.9	1009.6	0.00	0.169	0.000	15.2	44	3.0	13.9	30
31.01.20	12:30	10.3	10.4	10.2	78	6.6	3.1	W	5.63	10.3	8.8	10.2	8.7	1009.7	0.00	0.168	0.000	15.3	44	3.1	13.9	30
31.01.20	13:00	10.7	11.1	10.4	76	6.7	2.7	W	4.83	7.2	9.6	10.6	9.4	1009.5	0.00	0.159	0.000	15.3	44	3.1	14.0	30
31.01.20	13:30	11.3	11.4	11.1	75	7.0	3.1	WSW	5.63	7.6	10.0	11.1	9.8	1009.3	0.00	0.147	0.000	15.4	44	3.2	14.1	30
31.01.20	14:00	11.7	11.8	11.5	74	7.2	2.7	WSW	4.83	7.6	10.7	11.4	10.4	1009.3	0.00	0.139	0.000	15.4	43	2.9	14.1	30
31.01.20	14:30	11.9	12.2	11.8	73	7.2	3.1	W	5.63	7.6	10.7	11.6	10.4	1009.3	0.00	0.134	0.000	15.5	44	3.3	14.2	30
31.01.20	15:00	12.2	12.2	12.1	75	7.9	3.1	W	5.63	7.2	11.1	11.9	10.8	1009.0	0.00	0.128	0.000	15.5	43	3.0	14.1	30
31.01.20	15:30	12.3	12.3	12.2	77	8.4	3.1	W	5.63	9.4	11.2	12.1	10.9	1009.3	0.00	0.126	0.000	15.6	43	3.0	14.2	30
31.01.20	16:01	12.2	12.3	12.2	78	8.5	2.7	W	4.83	7.6	11.3	12.0	11.1	1009.6	0.00	0.127	0.000	15.5	44	3.3	14.2	30
31.01.20	16:30	12.2	12.2	12.1	79	8.6	1.8	W	3.22	5.8	11.9	12.0	11.7	1009.1	0.00	0.128	0.000	15.4	44	3.2	14.1	30
31.01.20	17:00	12.1	12.2	12.1	80	8.8	2.2	WSW	4.02	6.3	11.5	11.9	11.3	1009.4	0.00	0.130	0.000	15.4	44	3.2	14.1	30
31.01.20	17:30	12.1	12.2	12.1	80	8.8	2.2	WSW	4.02	5.4	11.5	11.9	11.3	1009.2	0.00	0.130	0.000	15.4	44	3.2	14.1	30
31.01.20	18:00	12.2	12.3	12.1	81	9.1	3.1	W	5.63	8.5	11.1	12.1	10.9	1009.4	0.00	0.127	0.000	15.4	44	3.2	14.1	30
31.01.20	18:30	12.3	12.3	12.3	81	9.2	1.8	W	3.22	6.7	12.1	12.2	11.9	1009.5	0.00	0.125	0.000	15.5	45	3.6	14.2	30
31.01.20	19:00	12.3	12.3	12.3	81	9.2	2.2	W	4.02	6.7	11.7	12.2	11.6	1009.3	0.00	0.125	0.000	15.5	45	3.6	14.2	30
31.01.20	19:31	12.2	12.3	12.2	81	9.1	2.7	W	4.83	6.3	11.3	12.1	11.2	1009.3	0.00	0.127	0.000	15.6	45	3.7	14.3	30
31.01.20	20:00	12.2	12.3	12.2	81	9.1	3.1	W	5.63	6.7	11.1	12.1	10.9	1009.0	0.00	0.127	0.000	15.6	46	4.0	14.3	30
31.01.20	20:30	12.2	12.2	12.2	81	9.0	3.1	W	5.63	7.6	11.1	12.0	10.9	1009.0	0.00	0.128	0.000	15.6	45	3.7	14.3	30
31.01.20	21:01	12.1	12.2	11.9	83	9.3	2.2	W	4.02	7.2	11.5	12.0	11.4	1008.4	0.00	0.130	0.000	15.6	46	4.0	14.4	30
31.01.20	21:30	11.7	11.9	11.7	81	8.6	2.7	S	4.83	5.8	10.7	11.6	10.6	1008.6	0.00	0.138	0.000	15.6	45	3.7	14.3	30
31.01.20	22:00	11.7	11.8	11.5	80	8.3	2.7	W	4.83	7.6	10.7	11.5	10.5	1008.8	0.00	0.139	0.000	15.6	45	3.7	14.3	30
31.01.20	22:30	11.4	11.5	11.3	80	8.1	3.1	WSW	5.63	7.6	10.1	11.3	10.0	1008.2	0.00	0.145	0.000	15.6	45	3.7	14.3	30
31.01.20	23:00	11.2	11.3	11.2	80	7.9	2.7	SW	4.83	6.3	10.1	11.1	10.0	1008.0	0.00	0.148	0.000	15.7	45	3.8	14.4	30
31.01.20	23:31	11.2	11.3	11.2	81	8.1	1.8	WSW	3.22	5.4	10.8	11.1	10.7	1007.9	0.00	0.148	0.000	15.7	45	3.8	14.4	30
01.02.20	00:00	11.3	11.3	11.3	80	8.0	2.7	W	4.83	7.6	10.2	11.2	10.1	1007.9	0.00	0.147	0.000	15.7	45	3.8	14.4	30
01.02.20	00:00	11.3	11.3	11.3	80	8.0	2.7	W	4.83	7.6	10.2	11.2	10.1	1007.9	0.00	0.147	0.000	15.7	45	3.8	14.4	30
01.02.20	00:00	11.3	11.3	11.3	80	8.0	2.7	W	4.83	7.6	10.2	11.2	10.1	1007.9	0.00	0.147	0.000	15.7	45	3.8	14.4	30
01.02.20	00:00	11.3	11.3	11.3	80	8.0	2.7	W	4.83	7.6	10.2	11.2	10.1	1007.9	0.00	0.147	0.000	15.7	45	3.8	14.4	30
01.02.20	00:00	11.3	11.3	11.3	80	8.0	2.7	W	4.83	7.6	10.2	11.2	10.1	1007.9	0.00	0.147	0.000	15.7	45	3.8	14.4	30
